2024-09-03 20:05:30, 75
2024-09-02 19:36:33, 95
2024-09-02 19:06:16, 88
2024-09-02 18:34:42, 78
2024-09-02 18:08:57, 85
2024-09-02 17:31:27, 104
2024-09-02 17:04:25, 108
2024-09-02 16:33:36, 121
2024-09-02 16:14:00, 203
2024-09-02 16:00:31, 95
2024-09-02 15:31:07, 114
2024-09-02 14:58:52, 117
2024-09-02 14:31:10, 166
2024-09-02 14:01:11, 149
2024-09-02 13:29:35, 160
2024-09-02 13:02:07, 172
2024-09-02 12:33:00, 179
2024-09-02 11:47:00, 110
2024-09-02 11:30:02, 162
2024-09-02 11:03:23, 125
2024-09-02 10:03:35, 98
2024-09-02 9:02:26, 48
2024-09-02 8:30:59, 38
2024-09-02 8:02:19, 32
2024-09-02 7:43:10, 30
2024-09-02 7:02:55, 18
2024-09-02 22:01:06, 16
2024-09-02 21:30:07, 17
2024-09-02 21:13:23, 17
2024-09-02 20:41:28, 32
2024-09-02 20:01:37, 36
2024-09-01 19:36:12, 149
2024-09-01 18:56:06, 61
2024-09-01 18:36:04, 57
2024-09-01 17:29:58, 71
2024-09-01 16:33:50, 65
2024-09-01 16:01:17, 80
2024-09-01 15:06:36, 102
2024-09-01 14:31:05, 117
2024-09-01 13:59:19, 102
2024-09-01 13:34:45, 104
2024-09-01 13:03:52, 101
2024-09-01 12:30:06, 95
2024-09-01 12:02:50, 112
2024-09-01 11:23:47, 103
2024-09-01 11:02:07, 84
2024-09-01 10:37:43, 64
2024-09-01 10:01:57, 62
2024-09-01 9:35:33, 49
2024-08-31 19:29:26, 39
2024-08-31 18:36:01, 35
2024-08-31 18:04:10, 68
2024-08-31 17:32:18, 60
2024-08-31 16:56:42, 58
2024-08-31 16:31:24, 65
2024-08-31 16:09:33, 63
2024-08-31 15:30:02, 68
2024-08-31 15:00:07, 71
2024-08-31 14:29:47, 80
2024-08-31 14:00:47, 75
2024-08-31 13:29:33, 65
2024-08-31 12:56:10, 57
2024-08-31 12:30:46, 42
2024-08-31 12:00:42, 43
2024-08-31 11:36:04, 33
2024-08-31 11:01:31, 29
2024-08-31 10:30:38, 37
2024-08-31 10:03:27, 40
2024-08-31 9:31:46, 17
2024-08-25 15:31:40, 43
2024-08-25 15:04:35, 34
2024-08-25 14:30:04, 34
2024-08-25 13:55:56, 31
2024-08-25 13:35:27, 24
2024-08-25 13:11:19, 22
2024-08-23 18:11:58, 49
2024-08-23 16:29:50, 42
2024-08-23 15:30:42, 21
2024-08-23 15:01:04, 25
2024-08-23 14:00:35, 35
2024-08-23 13:35:38, 28
2024-08-23 12:57:39, 23
2024-08-23 12:28:43, 21
2024-08-23 12:05:27, 18
2024-08-23 11:33:53, 13
2024-08-22 18:28:05, 73
2024-08-22 17:41:22, 57
2024-08-22 17:06:15, 54
2024-08-22 16:30:43, 49
2024-08-22 16:02:26, 32
2024-08-22 14:28:41, 34
2024-08-22 12:58:14, 23
2024-08-22 12:10:33, 22
2024-08-22 11:18:55, 18
2024-08-22 10:54:18, 14
2024-08-22 10:30:49, 12
2024-08-22 10:01:14, 14
2024-08-22 9:40:54, 18
2024-08-22 9:04:18, 11
2024-08-22 8:33:55, 18
2024-08-22 8:03:04, 14
2024-08-22 7:43:23, 12
2024-08-22 7:01:44, 7
2024-08-21 17:58:47, 66
2024-08-21 17:29:18, 74
2024-08-21 17:01:08, 52
2024-08-21 16:32:35, 37
2024-08-21 16:11:24, 41
2024-08-21 15:27:07, 28
2024-08-21 15:06:03, 30
2024-08-21 14:39:10, 28
2024-08-21 14:00:11, 16
2024-08-21 13:33:34, 18
2024-08-21 13:00:02, 18
2024-08-21 12:33:27, 20
2024-08-21 12:06:19, 19
2024-08-21 11:31:21, 21
2024-08-21 10:55:40, 13
2024-08-21 10:34:05, 11
2024-08-21 10:02:07, 15
2024-08-21 9:31:24, 14
2024-08-21 7:32:06, 14
2024-08-21 7:03:32, 10
2024-08-20 18:34:42, 79
2024-08-20 18:07:18, 80
2024-08-20 17:32:34, 60
2024-08-20 16:58:30, 47
