2024-09-09 12:04:23, 166
2024-09-09 11:31:40, 153
2024-09-09 11:05:58, 155
2024-09-09 10:32:13, 143
2024-09-09 9:57:58, 117
2024-09-09 9:34:23, 107
2024-09-09 9:03:38, 108
2024-09-09 8:28:59, 93
2024-09-09 7:58:57, 118
2024-09-09 7:28:37, 131
2024-09-09 6:59:46, 113
2024-09-09 21:59:42, 79
2024-09-09 21:28:56, 85
2024-09-09 20:03:57, 90
2024-09-08 19:35:41, 105
2024-09-08 19:08:07, 118
2024-09-08 18:33:30, 114
2024-09-08 18:09:29, 119
2024-09-08 17:33:34, 106
2024-09-08 17:00:44, 115
2024-09-08 16:35:23, 122
2024-09-08 16:04:24, 117
2024-09-08 15:30:07, 126
2024-09-08 15:01:18, 115
2024-09-08 14:33:51, 105
2024-09-08 13:59:08, 101
2024-09-08 13:32:33, 99
2024-09-08 13:03:26, 93
2024-09-08 12:31:05, 88
2024-09-08 11:58:21, 90
2024-09-08 11:28:05, 80
2024-09-08 11:01:06, 60
2024-09-08 10:32:08, 77
2024-09-08 10:04:11, 68
2024-09-08 9:33:53, 57
2024-09-07 18:28:52, 134
2024-09-07 17:57:40, 143
2024-09-07 17:34:49, 178
2024-09-07 17:02:29, 152
2024-09-07 16:28:24, 171
2024-09-07 16:14:00, 161
2024-09-07 16:03:14, 161
2024-09-07 15:33:32, 156
2024-09-07 14:33:48, 154
2024-09-07 14:03:05, 160
2024-09-07 13:35:55, 125
2024-09-07 13:09:33, 115
2024-09-07 12:35:31, 95
2024-09-07 12:04:04, 102
2024-09-07 11:47:00, 102
2024-09-07 11:34:01, 103
2024-09-07 11:02:21, 71
2024-09-07 10:29:02, 79
2024-09-07 9:33:51, 61
2024-09-06 18:32:25, 118
2024-09-06 17:57:17, 137
2024-09-06 17:31:40, 169
2024-09-06 16:58:17, 172
2024-09-06 16:30:47, 144
2024-09-06 15:31:56, 143
2024-09-06 15:04:14, 138
2024-09-06 14:36:32, 168
2024-09-06 14:05:59, 183
2024-09-06 13:37:06, 142
2024-09-06 13:01:29, 155
2024-09-06 12:35:38, 156
2024-09-06 12:04:35, 157
2024-09-06 11:29:46, 172
2024-09-06 11:01:51, 173
2024-09-06 10:30:56, 59
2024-09-06 10:02:49, 91
2024-09-06 9:29:46, 74
2024-09-06 9:02:24, 63
2024-09-06 8:31:37, 58
2024-09-06 8:03:07, 65
2024-09-06 7:31:26, 90
2024-09-06 7:08:53, 77
2024-09-06 22:33:28, 62
2024-09-06 22:01:56, 81
2024-09-06 21:36:46, 102
2024-09-06 21:01:13, 115
2024-09-06 20:34:10, 118
2024-09-06 20:03:40, 121
2024-09-05 19:29:13, 128
2024-09-05 19:01:58, 135
2024-09-05 18:31:42, 145
2024-09-05 18:00:29, 160
2024-09-05 17:42:38, 172
2024-09-05 16:58:56, 173
2024-09-05 16:33:15, 219
2024-09-05 15:59:32, 204
2024-09-05 15:30:00, 212
2024-09-05 14:59:44, 222
2024-09-05 14:30:06, 217
2024-09-05 13:59:46, 213
2024-09-05 13:30:01, 207
2024-09-05 13:02:11, 194
2024-09-05 12:45:39, 196
2024-09-05 12:03:12, 124
2024-09-05 11:32:38, 127
2024-09-05 11:05:32, 118
2024-09-05 10:33:56, 101
2024-09-05 10:11:17, 91
2024-09-05 9:33:37, 85
2024-09-05 9:23:00, 248
2024-09-05 9:01:56, 64
2024-09-05 8:30:56, 72
2024-09-05 7:58:51, 70
2024-09-05 7:32:45, 74
2024-09-05 7:03:06, 65
2024-09-05 22:01:08, 67
2024-09-05 21:32:34, 89
2024-09-05 21:00:14, 110
2024-09-05 20:43:00, 98
2024-09-05 20:36:04, 106
2024-09-05 20:01:38, 73
2024-09-04 19:00:55, 107
2024-09-04 18:35:27, 105
2024-09-04 18:03:16, 162
2024-09-04 17:32:05, 189
2024-09-04 17:00:06, 205
2024-09-04 16:14:00, 130
2024-09-04 16:00:13, 176
2024-09-04 15:32:03, 203
2024-09-04 15:02:10, 171
2024-09-04 14:29:38, 164
2024-09-04 14:01:01, 146
2024-09-04 13:31:44, 143
2024-09-04 12:29:33, 129
2024-09-04 12:07:11, 117
2024-09-04 11:34:41, 110
2024-09-04 11:00:40, 101
2024-09-04 10:32:08, 90
2024-09-04 10:00:30, 54
2024-09-04 9:02:27, 51
2024-09-04 8:33:29, 66
2024-09-04 8:06:24, 52
2024-09-04 7:36:46, 53
2024-09-04 7:03:29, 48
2024-09-04 22:05:12, 52
2024-09-04 21:30:03, 87
2024-09-04 21:01:45, 85
2024-09-04 20:28:31, 82
2024-09-03 19:37:42, 118
2024-09-03 19:05:38, 130
2024-09-03 18:07:17, 171
2024-09-03 17:32:37, 199
2024-09-03 17:07:28, 196
2024-09-03 16:33:49, 170
2024-09-03 16:00:35, 161
2024-09-03 15:32:18, 178
2024-09-03 15:06:01, 163
2024-09-03 14:34:00, 154
2024-09-03 14:01:38, 110
2024-09-03 13:32:04, 120
2024-09-03 13:01:09, 124
2024-09-03 12:33:25, 116
2024-09-03 11:58:39, 105
2024-09-03 11:29:06, 113
2024-09-03 11:00:18, 21
2024-09-03 10:30:14, 80
2024-09-03 10:02:45, 75
2024-09-03 9:32:44, 60
2024-09-03 9:04:51, 73
2024-09-03 8:34:41, 71
2024-09-03 8:07:57, 74
2024-09-03 7:34:55, 56
2024-09-03 7:04:42, 38
2024-09-03 22:03:18, 48
2024-09-03 21:31:22, 47
2024-09-03 21:00:07, 49
2024-09-03 20:43:00, 60
2024-09-03 20:30:23, 80
